Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet
3,0,3,0,1,Like bitch y u ain't do that in the first place?
6,0,6,0,1,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.
3,0,3,0,1,"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together."
3,0,3,0,1,Like don't play with me bitch
3,0,3,0,1,Like freaky bitch but I fucks with her
3,0,3,0,1,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe &#128514;&#128557; all in one day"
3,0,3,0,1,Like god damn you dirty bitch
3,1,2,0,1,Like keke say real niggas got a heart too it just take a real bitch for him to show it
3,0,3,0,1,"Like lex so fine she can have all my hoes, imma make my husband by her a Lamborghini"
3,0,3,0,1,"Like literally after I'm done texting someone when I don't text back I slide the bitch to the left , I'd win that money"
3,0,3,0,1,"Like my 3rd grade teacher used to say, ""you either eat pussy, or you are one. what's it gonna be?"" @JBilinovich @JZolly23"
3,0,3,0,1,Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and
3,0,2,1,1,Like my twat
3,0,3,0,1,Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup
3,0,3,0,1,Like real shit dude da closest nicca I done seen to AI
3,1,2,0,1,Like she got a death touch? RT @Tenebris_cor: This bitch standing in front of me looking like rogue from the xmen
3,1,2,0,1,Like some nigga lie to bitches &amp; wonder why they go crazy ... That ain't me
3,0,3,0,1,Like stop being a bitch for 3.2 seconds.
3,0,3,0,1,Like that bitch Ernest or somebody
3,0,3,0,1,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me"
3,1,2,0,1,"Like the song French, ""got all the black bitches mad because my main bitch strawberry"" Lololol"
3,0,3,0,1,Like these nigguhs pussy there's no other thesis
3,0,3,0,1,"Likka downtown bitch at a secondline! RT @BallHawk_Carter: Man yeah that's ball game Teddy Bridgewater gettin in , we hit 0-3"
3,1,2,0,1,Lil 16 y/o in trouble for beatin a bitch showing the judge zero respect. Lol brooklyn niggas and they temper
3,0,1,2,2,Lil Kim really made herself trash smh &#128148;
3,0,3,0,1,Lil Wayne has fucked every bad bitch in the game
6,1,5,0,1,Lil bitch
3,0,3,0,1,Lil bitch ass
3,0,3,0,1,Lil bitch but her ass move &#128541;&#128540;&#128540;&#128540;
3,0,3,0,1,"Lil bitch coulda let me go, I was right by my house !"
3,0,3,0,1,Lil bitch dumb&#128514;&#128514;&#128514;
6,0,5,1,1,Lil bitch with enough ass &amp;&amp; a future &#128525;&#128536;
3,0,3,0,1,Lil cuz need to help a bitch out
3,0,3,0,1,Lil dumb ass bitch I ain't fucking with you
3,0,3,0,1,Lil hoe tweets on point
3,0,3,0,1,Lil riri sittin pretty while u bitches layin petty
3,0,3,0,1,Lil seaside hoes walkin to our side... For whaaat&#128514;
3,0,0,3,2,Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;
3,0,3,0,1,Lima fears change but yet wants to bitch about how much it sucks &#128529;
3,0,3,0,1,"Listen to her ""@____Aaliyah____: She curving you on the low ""@iDntWearCondoms: What it mean if a girl thinks u have the hoes but u don't???"""
3,0,3,0,1,"Listening to the Latina women talk about their baby daddy's and""beating bitches asses"" makes being in the sub at 9am worth it...a little bit"
3,0,3,0,1,Listing to my dumb ass mom &amp; just getting my eyebrows done at a new place the bitch fucced them up &amp; I have picture day tomorrow &#128529;
3,2,1,0,0,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around
3,0,0,3,2,Literally in the middle of the ghetto and these people look scary
3,0,3,0,1,Literally just got shit on by a seagull..... You're gonna fuckin die bird
3,0,0,3,2,Literally just got up and the first thing I did was chug a huge glass of water
3,0,3,0,1,Literally was in the best mood and bitches literally killed my vibe
3,0,3,0,1,Litterally can't wait for this weekend with my bad bitches &#128527;
3,0,3,0,1,Little bitch!!
3,0,0,3,2,Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq
3,2,1,0,0,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!
3,0,1,2,2,Little things can just kill a negros mood man
3,0,1,2,2,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl
3,0,3,0,1,Living with my bitches #live @lauren_borrelli @Kathinator6 @jenna_saispas http://t.co/c3vy1xuOHa
3,0,3,0,1,"Living with my bitches, hashtag live http://t.co/9jKAYWGeVZ"
3,0,2,1,1,Lmao &#128075;RT @FreakyT252: &#8220;@VonshayeB: My nicca! RT @FreakyT252: &#127936;&#127936;&#127936;&#8221; wat fool??
3,0,3,0,1,Lmao &#128681;on the play! RT @FunnyJulius: getting pussy is so easy when they believe you're Omar Epps's brother or The Steelers Head Coach's son.
3,0,3,0,1,"Lmao &#171;@MickDaddy_ &#171;@TylerIAm ""I mean damn bitch you was almost ready 20 minutes ago"" http://t.co/DtQGxJKJv7&#187;&#187;"
3,0,3,0,1,Lmao I look like some 80s retard today http://t.co/ZGFv8Z3hQc
3,2,1,0,0,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;
3,1,2,0,1,Lmao RT @80sbaby4life The food ain't gon run from you FAT bitch
3,0,2,1,1,Lmao RT @A2daO: Yeah that pussy yours Cee RT @YolaC_: Come get some breakfast from Boom! RT @CeeRoss: Breakfast PLZ
3,3,0,0,0,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
3,0,3,0,1,Lmao RT @Luvv_55st So none of you bitches on my tl dirty??? #Salad #ExtraDressing
3,0,1,2,2,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
3,1,2,0,1,Lmao RT @MoeMartin44 Yo a cooned out nigger boy
3,0,3,0,1,Lmao RT @checkmyaura: &#128514;RT @__malik07: That's all it take ? Ima start lifting bitches up after the club too
3,0,0,3,2,Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash
6,0,6,0,1,Lmao bitches is crazy...after reading the first sentence to yaself jus see how dumb you sound... #ASideBitchMadeThis http://t.co/PkvTaScEcV
3,1,2,0,1,Lmao chill spook RT @BakeGriffin You think you Better than niggas cause you in Miami you &#252;ber colored Faggot @BmoreHumble?
6,0,5,1,1,"Lmao drake is on some bullshit with Serena Williams, wallah she looks like a tranny"
3,0,3,0,1,Lmao he left that bitch&#128514;&#128514;&#128514;&#128514;
3,0,3,0,1,Lmao if I catch u in tha field I'm blowin &#128299;&#128168;&#128299;&#128168;&#128299;&#128168;&#8220;@Horsepower_Will: @PAPER_CHAYSIN shut yo bitch ass up opp lol&#8221;
3,2,1,0,0,Lmao let these hoes be hoes ain't no Savin nem
3,0,3,0,1,Lmao look at these hoes RT @RareHipHopPic: http://t.co/lOCEXe8Rcd
3,0,1,2,2,Lmao redskins turnin up
3,0,3,0,1,Lmao shorty twitter name is pussy 2 chubby...lmfao im dead
3,0,3,0,1,Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life
3,1,0,2,2,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all."
3,0,3,0,1,Lmao they got the Titanfall jump in this bitch
3,0,3,0,1,"Lmao this bitch high asf and she asked me ""Do I look high?"""
3,0,3,0,1,Lmao this bitch thinks she fancy with some michael kors
3,0,3,0,1,Lmao this bitch.
3,0,3,0,1,Lmao trifling ass bitch!
3,0,3,0,1,"Lmao wack ass rappers stay mad, make better music then little bitch. RT @FreddieGibbs: @Bjames055 get on the suck my dick list"
3,0,3,0,1,Lmao wallah you're nasty bitch
3,1,2,0,1,Lmao! RT @CapoToHeaven Lmao RT @HeauxmerSimpson: @AtlanticCity you'll never be Vegas. You faggot punk bitch.
3,0,3,0,1,Lmao! RT @Chollie_Grapes Is fish pussy wett?
3,0,2,1,1,Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf
3,2,1,0,0,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho
3,1,2,0,1,Lmao!! RT @CarmelIoAnthony: NOBODY cleans a house FASTER than a nigga expecting some pussy.
3,0,3,0,1,Lmao. I still feel played bout this hoe.
3,0,2,1,1,Lmao.... These hoes!
3,0,3,0,1,"Lmaoo &#8220;@LeanandCuisine: Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""&#8221;"
3,0,3,0,1,Lmaoo I should've seen that coming RT @DatBoyRayT: @1AlaaZ fat bitches need love to Craig
3,0,3,0,1,Lmaoo RT &#8220;@PRAYINGFORHEAD: &#8220;@_ANGELSAMUELS: @PRAYINGFORHEAD @BAESTATION ur a bitch for not following back &#128575;&#8221; http://t.co/p43U1qUbWk&#8221;
3,0,3,0,1,Lmaoo RT @De_La_David: @JaeTips bruh make a song called uber and the hook can be that uber make that pussy wet
3,0,3,0,1,Lmaoo RT @IMCoolLike_That: Stfu..who are u to prefer what a woman wears on her feet bitch RT @80sbaby4life: I hate bitches that wear wedges
6,0,6,0,1,Lmaoo man this bitch thinks she's so intelligent.
3,0,3,0,1,Lmaoo shut up hoe
3,0,3,0,1,Lmaoo tony spanked it maaad times to that bitch voice
3,0,3,0,1,Lmaoo u a downgrade has been jayin ass bitch
3,0,1,2,2,Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;
3,2,1,0,0,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself
3,0,0,3,2,Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
3,0,3,0,1,"Lmaooo nigga said a ""Hol it down"" dyke was in the background"
3,0,2,1,1,Lmaooo wait so why everybody talm bout card crackers?! I missed it
3,0,3,0,1,Lmaoooo RT @Hand2DaHairline: His sister probably got the pussy that night RT @No_Cut_Card: #NeverForget http://t.co/HkXEbFWDYz&#8221;
3,1,2,0,1,"Lmaoooo deep RT @haneema: That girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...#whiteprivilege"
3,0,3,0,1,Lmaoooo nah I'm down here turning up RT @4TR0N3: Yah not gonna believe this but @ItsNotHarold being a bitch in BG being a bitch &#128514;&#128514;&#128514;&#128514;
3,0,0,3,2,"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU"""
3,0,3,0,1,LmaooooRT @BakeGriffin Remember when y'all bitches were Lotus Flower Bombs around this time last year
3,1,2,0,1,Lmaooooo RT @savvgrace: bitches be like &#8220;relationship goals&#8221;&#8230;. Dumb ass nigga http://t.co/5CuNHFd79O
3,0,3,0,1,Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC
3,0,3,0,1,Lmaoooooo &#171;@PubesOnFleeK: That bitch stripping at a murder scene &#8220;@ItsDollyCouture: My view &#128525; http://t.co/oiJizl0naF
3,0,1,2,2,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?
3,0,3,0,1,Lmaoooooo RT @HeauxmerSimpson RT @iluvfashion618 Dre really is a big sloppy bitch. He's fat as shit.
3,0,3,0,1,Lmaoooooo lil Dave you a hoe for that
3,1,2,0,1,Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b
3,0,3,0,1,Lmaoooooooo RT @Chollie_Grapes: Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy
3,0,3,0,1,Lmaoooooooo! RT @HeauxmerSimpson D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.
3,0,3,0,1,Lmfao RT @GahDamnAnimal: Fat hoes in tight clothes be lookin like a half opened can of biscuits
3,0,3,0,1,Lmfao RT @Luvv_55st Eating pussy RT @DanaBlack55st: Of what? &#128064; RT @CreativeBlair: I really want my braces off it's in the way &#128553;&#128553;
3,0,0,3,2,Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.
3,0,3,0,1,"Lmfao RT @_TrishaAnn_: I only twerk to ""Somewhere in America"" because when Hov says twerk, you twerk bitch!!"
3,0,3,0,1,Lmfao all bitches is hoes then
3,0,3,0,1,Lmfao bitch got her shit rocked
3,0,3,0,1,"Lmfao but "" we don't talk "" gtfoh &#128514;&#128514; bitch I guessed it! &amp; I was right &#128514;&#128527;"
3,0,3,0,1,Lmfao custy bitches be like ( ) come on in
3,0,3,0,1,Lmfao hoe
3,1,2,0,1,Lmfao niggas was going ham on the trash can in class.
3,0,1,2,2,Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;
3,0,3,0,1,Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating hoe.
3,0,3,0,1,Lmfao this is some straight up retarded shit up in here
3,1,2,0,1,"Lmfao u sloth trinidad james with a relaxer lookin ass bitch""@Flowy_Bri: i hate niggers, imma start talking to white boys."""
3,1,2,0,1,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers @mckinley719
3,0,3,0,1,Lmfao.. oh i forgot.. texting it to u now RT @DaRealQuitaM: @VonshayeB I told u to text me what I need to buy for the salad a bitch hungry
3,0,3,0,1,"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy."
3,0,3,0,1,Lmfaooo this bitch hits my car and calls the cops and says it was my fault &#128514;&#128514;&#128514; dumb bitch
3,0,3,0,1,Lmfaooo&#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/Y4dXfH8nLv&#8221;
3,0,3,0,1,Lmfaoooo fizz baby mama snatched that bitch soul
3,0,3,0,1,Lmfaooooo RT @miavenise: Can't trust a bitch that don't smile with her teeth.
3,0,3,0,1,Lmfaoooooo RT @BryceHamilton11: I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe &#128514;&#128514;&#128514;&#128514;
6,0,6,0,1,Lmfaoooooo RT @TooDopeForLife: LMFAOOOOOOOPOOOOOO RT @DJKayyOhh: &#8220;here come yo bitch ass auntie&#8221; http://t.co/e5KlLhp0CV
3,0,3,0,1,Lmfaooooooooo bro RT @BrandNewAndrew: Strippers on twitter talking about how much money they made tonight. Like bitch i will rob you
3,0,3,0,1,Load this bitch up with Kool Aid
3,0,3,0,1,Lock 5 fat bitches in 1 room for 5 days with just 5 Mcdoubles. Now that's hunger games
3,0,1,2,2,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj
3,0,3,0,1,"Lol #Facts ""@MikeDiggEm: The baddest bitches be porn stars n strippers"""
3,0,3,0,1,"Lol @ ""active"" RT @SherinaVictoria: Idgaf about an active hoe as long as she's not fucking my man. need to learn how to mind your business."
3,0,3,0,1,Lol @ me next time bitch
3,1,2,0,1,Lol Father has bitches pouring arizona tea on themselves in this one video
3,1,2,0,1,"Lol I followed the bitch just so I can unfollow her cause she talkin shit, shit away with her two"
3,0,3,0,1,Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE
3,0,2,1,1,"Lol I make hoes madd hahhaha, @No_FAKINGG. ;)"
6,1,4,1,1,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-
3,0,3,0,1,Lol I see what you did there RT @JayWiz614: @ItsNotHarold hell yeah bitches hate that shit
3,0,3,0,1,Lol I told Kenzie's bf I was going to stop cussing and he lol'd in my face like bitch u don't even know me
3,0,2,1,1,Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af
3,0,3,0,1,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute
3,0,3,0,1,Lol Jk I changed my number on them ho*s
3,0,3,0,1,Lol Lebron a bitch.. Now that basketball is back say goodbye to sports center.. It's Lebron center now..
3,2,1,0,0,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
3,0,3,0,1,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me"""
3,2,1,0,0,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches
3,0,3,0,1,Lol RT @MsTamarShawnice Most chicks that go to Enon are hoes or reformed hoes
6,0,6,0,1,"Lol Sam said ""Betty Boop"" is a hoe &#128514;"
3,0,3,0,1,Lol actually bitch please choke on my nuts.
3,0,3,0,1,Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..
3,0,3,0,1,"Lol at the random ""fist fight"" aka pussy shove match at DnD tonight."
3,1,2,0,1,Lol at these honkies talking trash I'm done with this shit #growup #whitetrash
3,0,3,0,1,"Lol at this bitch ass boy telling me how to respond to ""peer pressure"" for values of ""peer pressure"" that equal being called a groupie"
6,0,6,0,1,Lol bitch
3,1,2,0,1,Lol bitch u a has been
3,0,3,0,1,Lol bitch you think you're classy? THE FUCK EVER
3,0,3,0,1,Lol bitches be hella mad about they exs like why can't you be friends and forget about the past
3,0,0,3,2,Lol colored contacts played out.
3,0,3,0,1,Lol dat bitch petty
3,0,3,0,1,"Lol faggot team pipe ""beef"""
3,0,3,0,1,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao
3,0,0,3,2,Lol ike Turner http://t.co/8yNqYYaOjo
3,0,3,0,1,Lol im out here curving bitches like im taken
3,0,3,0,1,Lol it's 4:36 and bitches are out here staggering drunk
3,0,3,0,1,"Lol lawwwddd that's why I aint fuck with jitt I never wanna be labeled a ""hoe"""
3,0,3,0,1,Lol life Made her a hoe
3,0,3,0,1,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson
3,1,2,0,1,Lol my brother a fag Mann
3,1,2,0,1,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here
3,0,3,0,1,Lol my porn name is master licker wtf y I gotta have dat bitch ass name
3,0,2,1,1,Lol niccas remember the ginyu force &#128514;
3,0,3,0,1,Lol niggas out here saving hoes &#128514;&#128514;
3,0,3,0,1,Lol niggas still be talking about me threw bitches smh
3,1,2,0,1,Lol petty ass RT @BreadTruckkBri: Lmmfaooooo @drake a hoe &#128514;&#128514;&#128514; http://t.co/mStsEEeT4R
6,0,5,1,1,Lol shawty at sheets gave me her number haha I throw tht shit in trash outside
3,0,3,0,1,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie
3,0,3,0,1,Lol that's some hoe shit
3,0,2,1,1,Lol they tricking niccas left n right
3,1,2,0,1,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one"
3,0,3,0,1,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf
3,0,3,0,1,Lol u mad motherfuckin hoe
3,1,2,0,1,Lol when a nigga say he miss u say don't miss me miss ya bitch lmao
3,3,0,0,0,Lol you're a cunt liar and I hope you drop dead k :-)
3,0,3,0,1,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;
3,2,1,0,0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
6,0,6,0,1,"Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;"
3,0,3,0,1,Lol. Nice crutch hoe.
3,0,0,3,2,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm
3,0,2,1,1,Lololol joey lattimes phone just called him retarded
3,0,3,0,1,Lolololol not to be a hoe but that was a nyyce one
3,0,3,0,1,Long hair = pussy any time you want it
3,0,3,0,1,Long neck ass bitch lmbo
6,0,0,6,2,Long yellow.
3,0,3,0,1,Longway bitch
3,0,3,0,1,"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches"
3,0,3,0,1,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.
3,1,2,0,1,Look at that THOT... pussy popping for usher.
6,2,4,0,1,"Look at them hoes, man fuck them hoes niggah lets get smoked"
3,0,3,0,1,Look at this bad bitch @rachel_dority http://t.co/jnnqWISao5
3,3,0,0,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
3,1,2,0,1,Look at this fucking kaffirs hairdo. Only a nigger http://t.co/lmWqJ1EtOa
3,3,0,0,0,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile"""
3,0,2,1,1,Look at this pussy @YatchakHannah http://t.co/cPyO5YP005
3,0,3,0,1,Look at y'all bitches only Hmu when ya wifi on bitches
6,1,5,0,1,Look at you lying ass bitches couldn't finish school stripping on ya mind ass bitches
3,1,2,0,1,Look at you.. Now look at us.. All my niggas look pussy as fuck
3,1,2,0,1,Look bitch .. Go and suck a dick I'm a real street nicca I ain't wit Dat sucka shit!!
3,0,3,0,1,Look rich act poor and never trip over a bitch that ain't yours &#128175;
3,0,3,0,1,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha."
3,0,3,0,1,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie
3,0,3,0,1,Lookin at my bitch i bet she give yo ass a bone
3,0,3,0,1,Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX
3,0,3,0,1,Lookin for your bitch she probably with me ?
3,1,2,0,1,Lookin like a total swag fag ayeeee
3,0,0,3,2,Looking back I liked colored better. Let's go back to that
3,0,0,3,2,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.
3,0,3,0,1,Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho http://t.co/6Z7SnF26Xh
3,0,0,3,2,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.
3,0,1,2,2,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM
3,0,0,3,2,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB
3,1,2,0,1,Looks like the next douche bag #teabagger to be crowned governor is some ghoul named Ducey (rhymes with douchy) #azgov #azvotes #Tcot #gop
3,0,3,0,1,Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless
3,0,3,0,1,Lord please get me out of this ghetto ass hospital &#128514;&#128514;
3,0,3,0,1,Los bitch taught me the true meaning of gravity when her panties kissed her ankles!
3,0,3,0,1,Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D
3,0,3,0,1,Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN
3,1,2,0,1,"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals"
3,0,3,0,1,Lou is such a lil bitch
3,0,3,0,1,Love a bitch fight
3,0,3,0,1,Love fat hoes n tight clothes n granny panties seeeexxaaaay.
3,0,3,0,1,Love getting nudes from my bitches &#128520;&#128520;&#128520;&#128520;&#128520;&#128520;&#128520;
3,0,3,0,1,"Love having subs cause when my
Mom starts being a fucking bitch I just crank up the system. Simple solutions"
3,0,0,3,2,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell
3,0,3,0,1,Love my bitches @CheralynVB @mckinley719 @LaurieMcKinley
3,0,3,0,1,"Love when the bitches take selfies with their tongue out, just gearin up for that money shot"
3,0,3,0,1,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;"
3,0,3,0,1,Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;
3,0,3,0,1,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss"
3,1,2,0,1,Low info people are pissed!! Oh no!! Dumb fucks. Race baiting bitches
6,0,6,0,1,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol
3,0,3,0,1,Lowkey you're still my bitch &#128527;
6,1,5,0,1,Loyal pussy forever bein better than the bitch thats been passed around.
3,0,3,0,1,Lucky bitch still in Ecuador&#128530;
3,0,3,0,1,"Luda said that his bitch bad, well mine looks better in any weather lol"
3,1,2,0,1,Luke Bryan is such a faggot tool
3,0,3,0,1,Lying bitch http://t.co/TCjHTFxBhc
3,2,1,0,0,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
9,0,8,1,1,ME TOO!!! RT @FreeBandVersace @Miller_Hi_Life i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js
3,0,0,3,2,"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?"
3,0,3,0,1,"MURDER HER RT @RepMyCityX: When u fuck with crazy bitches shit like this happens :(
Feel bad for ol boy http://t.co/IjacWo6OB8"
3,1,2,0,1,MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.
3,0,3,0,1,MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.
3,0,3,0,1,"Ma bottom bitch cotton pick if I tell her too , she give me money all yo hoe give you is attitude"
3,0,3,0,1,"Macc &amp; Cheese 
Maccin these bitches &amp; Makin my Cheese&#128514;&#128557;&#128514;"
3,0,0,3,2,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials"
3,0,0,3,2,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too."
3,1,2,0,1,Mad that it's a pussy gym and full of fuck people
3,0,3,0,1,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.
3,0,3,0,1,Made one of my all time favorites look like a bitch on the grandest stage of em all
3,0,0,3,2,Madea and this old hillbilly are hilarious together.
3,0,0,3,2,Magellan? You suck at trash talk. @physguy2 @submix8c
3,0,2,1,1,Magic 8 ball are these hoes loyal? http://t.co/G77bWIaX7f
3,0,0,3,2,Majority of it is trash anyway.
3,0,3,0,1,Majority of the hoes on this gram instafrontin http://t.co/3Nn47QAS
3,0,1,2,2,"Majority of the time, a woman's story is trash anyway..."
3,0,3,0,1,Make my burger bitch &#128514;&#128514; http://t.co/StVEpVMzZz
3,0,3,0,1,"Make sure that pussy clean 
Cuz ima eat until you scream"
3,0,3,0,1,Make up artists = cover up for selling pussy or second gig for bartenders or students
3,0,3,0,1,Make your first impression with me the best or like Nino Brown ima cancel that bitch
3,0,3,0,1,Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;
3,1,2,0,1,Makeup be saving alot of these bitches from being single
3,0,2,1,1,Makeup save you hoes
3,0,0,3,2,Making brownies
3,0,1,2,2,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA
3,2,1,0,0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
6,0,6,0,1,Man I can't stop looking at this hoe twerking on my Facebook
3,1,2,0,1,Man I do have hoes and they are all in the same location &#128589;
3,0,3,0,1,Man I hope she don't think I think she a hoe. @lezgnik
3,1,2,0,1,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here
