Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet,preprocessed_tweet,final_text
3,2,1,0,0,bullets through a nigguh tru jeans,"['bullet', 'nigguh', 'tru', 'jean']",bullet nigguh tru jean
3,0,3,0,1,bullying laws are for pussies,"['bullying', 'law', 'pussy']",bullying law pussy
3,0,3,0,1,bum ass hoe,"['bum', 'as', 'hoe']",bum as hoe
3,0,3,0,1,bum bitch wont even my type,"['bum', 'bitch', 'wont', 'even', 'type']",bum bitch wont even type
3,1,2,0,1,bumoose ducking those insults like a scared white pussy,"['bumoose', 'ducking', 'insult', 'like', 'scared', 'white', 'pussy']",bumoose ducking insult like scared white pussy
3,2,1,0,0,bumped into a bitch that filed for sexual harassment at work against a coworkeri aint been so shook in my life,"['bumped', 'bitch', 'filed', 'sexual', 'harassment', 'work', 'coworkeri', 'aint', 'shook', 'life']",bumped bitch filed sexual harassment work coworkeri aint shook life
3,0,3,0,1,bumpin that nigga nigga rick ross bmf this hoe going harrrrd highh outside enjoying this weather,"['bumpin', 'nigga', 'nigga', 'rick', 'ross', 'bmf', 'hoe', 'going', 'harrrrd', 'highh', 'outside', 'enjoying', 'weather']",bumpin nigga nigga rick ross bmf hoe going harrrrd highh outside enjoying weather
3,1,2,0,1,bunch of hurt niggas amp bitches on my ig timeline tonight muhfuckas lame as hell b,"['bunch', 'hurt', 'nigga', 'amp', 'bitch', 'ig', 'timeline', 'tonight', 'muhfuckas', 'lame', 'hell', 'b']",bunch hurt nigga amp bitch ig timeline tonight muhfuckas lame hell b
3,2,1,0,0,burn bitch httptcofmrfgj,"['burn', 'bitch', 'httptcofmrfgj']",burn bitch httptcofmrfgj
3,1,0,2,2,burnating all yankees and their thatch roof cottages astros httptcojdziwbdt,"['burnating', 'yankee', 'thatch', 'roof', 'cottage', 'astros', 'httptcojdziwbdt']",burnating yankee thatch roof cottage astros httptcojdziwbdt
3,1,0,2,2,burritos are trash,"['burrito', 'trash']",burrito trash
3,0,3,0,1,bussin bitches with my gwale gwalas,"['bussin', 'bitch', 'gwale', 'gwalas']",bussin bitch gwale gwalas
3,0,3,0,1,bussy rt mrtriskaideka is that avi pussy poppin on a handstand,"['bussy', 'rt', 'mrtriskaideka', 'avi', 'pussy', 'poppin', 'handstand']",bussy rt mrtriskaideka avi pussy poppin handstand
3,1,2,0,1,bust a nicca headsmack a hoshoot the club up,"['bust', 'nicca', 'headsmack', 'hoshoot', 'club']",bust nicca headsmack hoshoot club
3,0,3,0,1,bust a nicca headsmack a hoe and shoot the club up rt yesyes darealquitam vonshayeb so what we doing,"['bust', 'nicca', 'headsmack', 'hoe', 'shoot', 'club', 'rt', 'yesyes', 'darealquitam', 'vonshayeb']",bust nicca headsmack hoe shoot club rt yesyes darealquitam vonshayeb
3,0,3,0,1,bust in dat bitch face i dont want sons  icewearvezzo,"['bust', 'dat', 'bitch', 'face', 'dont', 'want', 'son', 'icewearvezzo']",bust dat bitch face dont want son icewearvezzo
3,0,3,0,1,busted my lip playing ball so now i cant enjoy pussy and this delicious mango,"['busted', 'lip', 'playing', 'ball', 'cant', 'enjoy', 'pussy', 'delicious', 'mango']",busted lip playing ball cant enjoy pussy delicious mango
3,0,2,1,1,but carl is a bitch,"['carl', 'bitch']",carl bitch
3,0,0,3,2,but i callin out da race card aint no colored podcasts out dare,"['callin', 'da', 'race', 'card', 'aint', 'colored', 'podcasts', 'dare']",callin da race card aint colored podcasts dare
3,0,3,0,1,but i cant buy tomorrow thats why i go hard hoe,"['cant', 'buy', 'tomorrow', 'thats', 'go', 'hard', 'hoe']",cant buy tomorrow thats go hard hoe
3,0,3,0,1,but i cant get her to smoke unless i bitch about it the struggles of having a girl who doesnt in actuality its a great thing,"['cant', 'get', 'smoke', 'unless', 'bitch', 'struggle', 'girl', 'doesnt', 'actuality', 'great', 'thing']",cant get smoke unless bitch struggle girl doesnt actuality great thing
3,0,3,0,1,but i have the hoes  httptcoxmfcvrmv,"['hoe', 'httptcoxmfcvrmv']",hoe httptcoxmfcvrmv
3,0,3,0,1,but im calling this bitch yeah ok after you called me i return calls especially if it aint my girl httptcossxopuhge,"['im', 'calling', 'bitch', 'yeah', 'ok', 'called', 'return', 'call', 'especially', 'aint', 'girl', 'httptcossxopuhge']",im calling bitch yeah ok called return call especially aint girl httptcossxopuhge
3,2,1,0,0,but atleast they let me knowur a faggot if u keep those type of twitter secrets,"['atleast', 'let', 'knowur', 'faggot', 'u', 'keep', 'type', 'twitter', 'secret']",atleast let knowur faggot u keep type twitter secret
3,0,3,0,1,but bitch you gon shave or wax that pussy before i bless it foh,"['bitch', 'gon', 'shave', 'wax', 'pussy', 'bless', 'foh']",bitch gon shave wax pussy bless foh
6,0,5,1,1,but bitches are crazy id be in jail for sure,"['bitch', 'crazy', 'id', 'jail', 'sure']",bitch crazy id jail sure
3,0,3,0,1,but bitches be mad than a mf when they dont know what im doing amp how i getting it,"['bitch', 'mad', 'mf', 'dont', 'know', 'im', 'amp', 'getting']",bitch mad mf dont know im amp getting
3,0,3,0,1,but if you knew  bitch youll do better,"['knew', 'bitch', 'youll', 'better']",knew bitch youll better
3,0,3,0,1,but no one calls him a pussy for his injuries,"['one', 'call', 'pussy', 'injury']",one call pussy injury
3,0,3,0,1,but not prettier than ambers rt yumiyoko her pussy is pretty,"['prettier', 'amber', 'rt', 'yumiyoko', 'pussy', 'pretty']",prettier amber rt yumiyoko pussy pretty
3,0,1,2,2,but rich is a light skin coon so its expected,"['rich', 'light', 'skin', 'coon', 'expected']",rich light skin coon expected
3,0,3,0,1,but she a bad bad bitch make you late for it,"['bad', 'bad', 'bitch', 'make', 'late']",bad bad bitch make late
3,0,3,0,1,but she can shade the shit out a bitch rt axolrose yourwifecantread,"['shade', 'shit', 'bitch', 'rt', 'axolrose', 'yourwifecantread']",shade shit bitch rt axolrose yourwifecantread
3,0,3,0,1,but she is a hoe  idk about that httptcoeccfbqzlkz,"['hoe', 'idk', 'httptcoeccfbqzlkz']",hoe idk httptcoeccfbqzlkz
3,0,3,0,1,but staying up gon be a bitch,"['staying', 'gon', 'bitch']",staying gon bitch
3,0,3,0,1,but they only talk on twitter bc pussies in real life,"['talk', 'twitter', 'bc', 'pussy', 'real', 'life']",talk twitter bc pussy real life
3,0,3,0,1,but this emotional shit is absolutely for the birds,"['emotional', 'shit', 'absolutely', 'bird']",emotional shit absolutely bird
3,0,3,0,1,but who is me to talk  about the next bitch flexing  when i done don it before,"['talk', 'next', 'bitch', 'flexing', 'done']",talk next bitch flexing done
3,0,3,0,1,but why did this bitch just follow medont even like u graceexo,"['bitch', 'follow', 'medont', 'even', 'like', 'u', 'graceexo']",bitch follow medont even like u graceexo
3,0,3,0,1,but why does my school always have prom on friday the th like this isnt some freddy vs jason shit even tho some bitches gonna look it,"['school', 'always', 'prom', 'friday', 'th', 'like', 'isnt', 'freddy', 'v', 'jason', 'shit', 'even', 'tho', 'bitch', 'gon', 'na', 'look']",school always prom friday th like isnt freddy v jason shit even tho bitch gon na look
3,1,2,0,1,but yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her fuck you lil niggas,"['yall', 'nigga', 'wan', 'na', 'call', 'woman', 'hoe', 'leave', 'nigga', 'appreciates', 'fuck', 'lil', 'nigga']",yall nigga wan na call woman hoe leave nigga appreciates fuck lil nigga
3,1,2,0,1,but you bird ass niggas out here getting your feathers ruffled just shook and aint no such thing as a half way crook,"['bird', 'as', 'nigga', 'getting', 'feather', 'ruffled', 'shook', 'aint', 'thing', 'half', 'way', 'crook']",bird as nigga getting feather ruffled shook aint thing half way crook
6,0,5,1,1,but you cant tell a broke bitch nothin,"['cant', 'tell', 'broke', 'bitch', 'nothin']",cant tell broke bitch nothin
3,0,3,0,1,but you love me you dont wanna be with nobody else blah blah bullshit fa the birds,"['love', 'dont', 'wan', 'na', 'nobody', 'else', 'blah', 'blah', 'bullshit', 'fa', 'bird']",love dont wan na nobody else blah blah bullshit fa bird
3,0,3,0,1,but you nvm bjayblast i dont see why men disrespect women by calling them offensive names like bitch hoe slut or female smh,"['nvm', 'bjayblast', 'dont', 'see', 'men', 'disrespect', 'woman', 'calling', 'offensive', 'name', 'like', 'bitch', 'hoe', 'slut', 'female', 'smh']",nvm bjayblast dont see men disrespect woman calling offensive name like bitch hoe slut female smh
3,1,2,0,1,butler unchained review httptcohxyyujmorm short version whitey sucks and a potentially positive film is simply antiwhite agitprop,"['butler', 'unchained', 'review', 'httptcohxyyujmorm', 'short', 'version', 'whitey', 'suck', 'potentially', 'positive', 'film', 'simply', 'antiwhite', 'agitprop']",butler unchained review httptcohxyyujmorm short version whitey suck potentially positive film simply antiwhite agitprop
3,0,3,0,1,butters get all the hoes,"['butter', 'get', 'hoe']",butter get hoe
3,1,2,0,1,bye bitch,"['bye', 'bitch']",bye bitch
3,0,0,3,2,bye bye charlie strong,"['bye', 'bye', 'charlie', 'strong']",bye bye charlie strong
3,0,3,0,1,bytch was an infant mrjsmart how the hell this bitch  talking bout how much she remember bout pac before he died,"['bytch', 'infant', 'mrjsmart', 'hell', 'bitch', 'talking', 'bout', 'much', 'remember', 'bout', 'pac', 'died']",bytch infant mrjsmart hell bitch talking bout much remember bout pac died
3,1,0,2,2,cair publishes a hit list for jihadis httptcohvvfxypmhm via realjtp if you are a red blooded american you may be on the list,"['cair', 'publishes', 'hit', 'list', 'jihadis', 'httptcohvvfxypmhm', 'via', 'realjtp', 'red', 'blooded', 'american', 'may', 'list']",cair publishes hit list jihadis httptcohvvfxypmhm via realjtp red blooded american may list
3,0,2,1,1,cebros and corporate hoes,"['cebros', 'corporate', 'hoe']",cebros corporate hoe
3,0,3,0,1,cleary diz princess iz a bad bitch httptcojvsabxw,"['cleary', 'diz', 'princess', 'iz', 'bad', 'bitch', 'httptcojvsabxw']",cleary diz princess iz bad bitch httptcojvsabxw
4,1,3,0,1,cnt nobody be mad at who he choose to be with i cant be mad at no bitch its the nigga so hay,"['cnt', 'nobody', 'mad', 'choose', 'cant', 'mad', 'bitch', 'nigga', 'hay']",cnt nobody mad choose cant mad bitch nigga hay
3,0,2,1,1,come to tnd atrocities starts at  followed by lost cause auramea night verses and norma jean lets fill this bitch,"['come', 'tnd', 'atrocity', 'start', 'followed', 'lost', 'cause', 'auramea', 'night', 'verse', 'norma', 'jean', 'let', 'fill', 'bitch']",come tnd atrocity start followed lost cause auramea night verse norma jean let fill bitch
3,0,3,0,1,caleb needs to stop being a little bitch,"['caleb', 'need', 'stop', 'little', 'bitch']",caleb need stop little bitch
3,0,3,0,1,calebs a dick and hannas a bitch i hate them both now,"['calebs', 'dick', 'hannas', 'bitch', 'hate']",calebs dick hannas bitch hate
3,0,1,2,2,california has gangs because california is trash,"['california', 'gang', 'california', 'trash']",california gang california trash
3,2,0,1,0,california is home to skater trash,"['california', 'home', 'skater', 'trash']",california home skater trash
3,0,3,0,1,call a hoe a hoe and a rat a rat,"['call', 'hoe', 'hoe', 'rat', 'rat']",call hoe hoe rat rat
3,1,2,0,1,call a negro,"['call', 'negro']",call negro
3,0,3,0,1,call dat bitch httptcopwtgrza,"['call', 'dat', 'bitch', 'httptcopwtgrza']",call dat bitch httptcopwtgrza
3,0,3,0,1,call me a dumb bitch but ion even know wtf ebola is,"['call', 'dumb', 'bitch', 'ion', 'even', 'know', 'wtf', 'ebola']",call dumb bitch ion even know wtf ebola
3,1,2,0,1,call me a fag but i love when people turn their heads or look out of their cars when i drive by cause they head me slumpin bitches love it,"['call', 'fag', 'love', 'people', 'turn', 'head', 'look', 'car', 'drive', 'cause', 'head', 'slumpin', 'bitch', 'love']",call fag love people turn head look car drive cause head slumpin bitch love
3,0,2,1,1,call me ghetto if you want but im walking to and from class with my bonnet on my hair,"['call', 'ghetto', 'want', 'im', 'walking', 'class', 'bonnet', 'hair']",call ghetto want im walking class bonnet hair
3,0,3,0,1,call of duty out this bitch,"['call', 'duty', 'bitch']",call duty bitch
3,1,2,0,1,call when you grow up if you live that long sorry for parents with such poor skills they got you fuckslums veritaz old bitch,"['call', 'grow', 'live', 'long', 'sorry', 'parent', 'poor', 'skill', 'got', 'fuckslums', 'veritaz', 'old', 'bitch']",call grow live long sorry parent poor skill got fuckslums veritaz old bitch
6,0,6,0,1,called eddie a hoe by mistake doe lol,"['called', 'eddie', 'hoe', 'mistake', 'doe', 'lol']",called eddie hoe mistake doe lol
3,0,3,0,1,calling it am early night heartache is a bitch broken,"['calling', 'early', 'night', 'heartache', 'bitch', 'broken']",calling early night heartache bitch broken
3,0,0,3,2,calling out teabaggers conservatives on their bs httptcolqxrmjrg via youtube,"['calling', 'teabaggers', 'conservative', 'b', 'httptcolqxrmjrg', 'via', 'youtube']",calling teabaggers conservative b httptcolqxrmjrg via youtube
6,0,6,0,1,"calling these nasty hoes out 
mrs wells is too real httptcodenqkdswr","['calling', 'nasty', 'hoe', 'mr', 'well', 'real', 'httptcodenqkdswr']",calling nasty hoe mr well real httptcodenqkdswr
3,0,3,0,1,cam newton is such a little girl like grow up and quit actin like a bitch,"['cam', 'newton', 'little', 'girl', 'like', 'grow', 'quit', 'actin', 'like', 'bitch']",cam newton little girl like grow quit actin like bitch
3,0,3,0,1,cam newton is such a pussy he needs to grow up and learn he isnt a hotshot any more,"['cam', 'newton', 'pussy', 'need', 'grow', 'learn', 'isnt', 'hotshot']",cam newton pussy need grow learn isnt hotshot
3,0,3,0,1,came home and found my cat sleeping on my pillow c i love that niggah,"['came', 'home', 'found', 'cat', 'sleeping', 'pillow', 'c', 'love', 'niggah']",came home found cat sleeping pillow c love niggah
3,0,3,0,1,camo day catch me at school huntin for basic bitches httptconpiqjsuz,"['camo', 'day', 'catch', 'school', 'huntin', 'basic', 'bitch', 'httptconpiqjsuz']",camo day catch school huntin basic bitch httptconpiqjsuz
3,2,1,0,0,can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking,"['faggot', 'honeybooboo', 'imagine', 'internet', 'world', 'created', 'trap', 'feed', 'allah', 'like', 'gazelle', 'stephenking']",faggot honeybooboo imagine internet world created trap feed allah like gazelle stephenking
3,0,0,3,2,can charlie crist pull one over on rick scott well he did pull one over on floridaprimary dems tonite tpot election,"['charlie', 'crist', 'pull', 'one', 'rick', 'scott', 'well', 'pull', 'one', 'floridaprimary', 'dems', 'tonite', 'tpot', 'election']",charlie crist pull one rick scott well pull one floridaprimary dems tonite tpot election
3,0,3,0,1,can dick sherman get caught doing blow of a tranny hooker some time soon please preferably pete carroll,"['dick', 'sherman', 'get', 'caught', 'blow', 'tranny', 'hooker', 'time', 'soon', 'please', 'preferably', 'pete', 'carroll']",dick sherman get caught blow tranny hooker time soon please preferably pete carroll
3,0,3,0,1,can i bring another bitch can we have a threesome or nahhh,"['bring', 'another', 'bitch', 'threesome', 'nahhh']",bring another bitch threesome nahhh
3,0,3,0,1,can i bring another bitch or nah,"['bring', 'another', 'bitch', 'nah']",bring another bitch nah
3,1,2,0,1,can i bring another bitch or nah,"['bring', 'another', 'bitch', 'nah']",bring another bitch nah
3,0,1,2,2,can i double stuff your oreo,"['double', 'stuff', 'oreo']",double stuff oreo
3,0,3,0,1,can i get some good neck out dis hoe,"['get', 'good', 'neck', 'dis', 'hoe']",get good neck dis hoe
3,0,3,0,1,"can i have a bad bitch without no flaws
come to meet me without no drawers","['bad', 'bitch', 'without', 'flaw', 'come', 'meet', 'without', 'drawer']",bad bitch without flaw come meet without drawer
3,0,3,0,1,can i have a bad bitch without no flawwssss,"['bad', 'bitch', 'without', 'flawwssss']",bad bitch without flawwssss
3,0,3,0,1,can i pay you to stop being a lil bitch gah damn shut the fuck up,"['pay', 'stop', 'lil', 'bitch', 'gah', 'damn', 'shut', 'fuck']",pay stop lil bitch gah damn shut fuck
3,0,3,0,1,can i sit on your face  sit on a hot stove bitch httptcoxpauwpoa,"['sit', 'face', 'sit', 'hot', 'stove', 'bitch', 'httptcoxpauwpoa']",sit face sit hot stove bitch httptcoxpauwpoa
3,0,3,0,1,can i bring another bitch or nah,"['bring', 'another', 'bitch', 'nah']",bring another bitch nah
3,0,3,0,1,can my school please fuckin remove these random ass trash cans in the middle of the hallway that i always fuckin run into,"['school', 'please', 'fuckin', 'remove', 'random', 'as', 'trash', 'can', 'middle', 'hallway', 'always', 'fuckin', 'run']",school please fuckin remove random as trash can middle hallway always fuckin run
3,0,3,0,1,can never follow bitches whos bios look like this httptcothkmnqtrg,"['never', 'follow', 'bitch', 'who', 'bios', 'look', 'like', 'httptcothkmnqtrg']",never follow bitch who bios look like httptcothkmnqtrg
3,0,3,0,1,can really hold phone convos in my house with this trash ass service,"['really', 'hold', 'phone', 'convos', 'house', 'trash', 'as', 'service']",really hold phone convos house trash as service
3,0,3,0,1,can someone beat justin beibers ass hes such little pussy,"['someone', 'beat', 'justin', 'beibers', 'as', 'he', 'little', 'pussy']",someone beat justin beibers as he little pussy
3,0,0,3,2,can someone get me cheese and crackers,"['someone', 'get', 'cheese', 'cracker']",someone get cheese cracker
6,0,0,6,2,can someone please explain to me why are the birds so angry amp destroying pigs homes,"['someone', 'please', 'explain', 'bird', 'angry', 'amp', 'destroying', 'pig', 'home']",someone please explain bird angry amp destroying pig home
3,0,3,0,1,can someone treat me to some grub im broke bitch over here,"['someone', 'treat', 'grub', 'im', 'broke', 'bitch']",someone treat grub im broke bitch
3,0,3,0,1,can these birds shut the fuck up,"['bird', 'shut', 'fuck']",bird shut fuck
3,0,3,0,1,can this bitch already update,"['bitch', 'already', 'update']",bitch already update
3,0,3,0,1,can this bitch hurry up ineedmyeigth,"['bitch', 'hurry', 'ineedmyeigth']",bitch hurry ineedmyeigth
3,1,2,0,1,can this bitch sit the fuck down and shut the fuck up,"['bitch', 'sit', 'fuck', 'shut', 'fuck']",bitch sit fuck shut fuck
3,0,3,0,1,can u say hoe hoe hoe ewww she was nasty i was so mean to her on the daily ill spare the details lol,"['u', 'say', 'hoe', 'hoe', 'hoe', 'ewww', 'nasty', 'mean', 'daily', 'ill', 'spare', 'detail', 'lol']",u say hoe hoe hoe ewww nasty mean daily ill spare detail lol
3,0,1,2,2,can we bomb the selfiemonkey out of my timeline,"['bomb', 'selfiemonkey', 'timeline']",bomb selfiemonkey timeline
3,0,0,3,2,can we revisit chairmanls idea of two teams of yankees playing against each other i would like to see a game every now amp then,"['revisit', 'chairmanls', 'idea', 'two', 'team', 'yankee', 'playing', 'would', 'like', 'see', 'game', 'every', 'amp']",revisit chairmanls idea two team yankee playing would like see game every amp
6,0,5,1,1,can you catch a box hoe,"['catch', 'box', 'hoe']",catch box hoe
3,0,3,0,1,can you catch a box hoe,"['catch', 'box', 'hoe']",catch box hoe
3,0,3,0,1,can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,"['imagine', 'tryn', 'yo', 'hardest', 'stop', 'bitch', 'frm', 'slutin', 'still', 'comin', 'unsuccessful']",imagine tryn yo hardest stop bitch frm slutin still comin unsuccessful
6,0,6,0,1,can you let me stretch that pussy out or nah,"['let', 'stretch', 'pussy', 'nah']",let stretch pussy nah
3,0,2,1,1,can you let me stretch that pussy out or nahhh,"['let', 'stretch', 'pussy', 'nahhh']",let stretch pussy nahhh
6,1,5,0,1,"can you really take dick or nah
can i bring another bitch or nah","['really', 'take', 'dick', 'nah', 'bring', 'another', 'bitch', 'nah']",really take dick nah bring another bitch nah
3,2,1,0,0,cant wait to humble these niggas in the playoffs again until then good job hoes,"['cant', 'wait', 'humble', 'nigga', 'playoff', 'good', 'job', 'hoe']",cant wait humble nigga playoff good job hoe
3,0,3,0,1,cant be a major nigga with a minor hoe,"['cant', 'major', 'nigga', 'minor', 'hoe']",cant major nigga minor hoe
3,0,0,3,2,cant be many things worse than having cops interrupted because a friggin yankee game is still going on,"['cant', 'many', 'thing', 'worse', 'cop', 'interrupted', 'friggin', 'yankee', 'game', 'still', 'going']",cant many thing worse cop interrupted friggin yankee game still going
3,0,0,3,2,cant beat a score of  on flappy bird givingup,"['cant', 'beat', 'score', 'flappy', 'bird', 'givingup']",cant beat score flappy bird givingup
3,0,3,0,1,cant even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard,"['cant', 'even', 'sleep', 'fucking', 'car', 'mother', 'fucker', 'drive', 'like', 'retard', 'pump', 'break', 'hard']",cant even sleep fucking car mother fucker drive like retard pump break hard
3,0,0,3,2,cant find my bc powder  ill just chug this childrens advil,"['cant', 'find', 'bc', 'powder', 'ill', 'chug', 'childrens', 'advil']",cant find bc powder ill chug childrens advil
3,0,3,0,1,cant fuck wit no bitch ugly friends,"['cant', 'fuck', 'wit', 'bitch', 'ugly', 'friend']",cant fuck wit bitch ugly friend
3,1,2,0,1,cant fuck with a coon ass girl bruh,"['cant', 'fuck', 'coon', 'as', 'girl', 'bruh']",cant fuck coon as girl bruh
3,0,3,0,1,cant fuck with no bitches just cant do it,"['cant', 'fuck', 'bitch', 'cant']",cant fuck bitch cant
3,1,2,0,1,cant get no money from me you silly hoe,"['cant', 'get', 'money', 'silly', 'hoe']",cant get money silly hoe
3,0,3,0,1,cant get no pussy to kirk franklin idc how long its been for ya,"['cant', 'get', 'pussy', 'kirk', 'franklin', 'idc', 'long', 'ya']",cant get pussy kirk franklin idc long ya
3,0,3,0,1,cant have a bitch with no future or goals i love kids but if youre not a parent first i cant deal with you,"['cant', 'bitch', 'future', 'goal', 'love', 'kid', 'youre', 'parent', 'first', 'cant', 'deal']",cant bitch future goal love kid youre parent first cant deal
3,0,3,0,1,cant keep a bitch but its cool cause money still around,"['cant', 'keep', 'bitch', 'cool', 'cause', 'money', 'still', 'around']",cant keep bitch cool cause money still around
3,0,3,0,1,cant keep a shallow bitch if ya pockets aint deep,"['cant', 'keep', 'shallow', 'bitch', 'ya', 'pocket', 'aint', 'deep']",cant keep shallow bitch ya pocket aint deep
3,0,3,0,1,cant let nobody play my gta bitches like using up all ya ammo n gettin ya dude kilt by the cops,"['cant', 'let', 'nobody', 'play', 'gta', 'bitch', 'like', 'using', 'ya', 'ammo', 'n', 'gettin', 'ya', 'dude', 'kilt', 'cop']",cant let nobody play gta bitch like using ya ammo n gettin ya dude kilt cop
3,0,3,0,1,cant neva be a sucka for no bitch that aint me,"['cant', 'neva', 'sucka', 'bitch', 'aint']",cant neva sucka bitch aint
3,0,3,0,1,cant no hoe fixmylife,"['cant', 'hoe', 'fixmylife']",cant hoe fixmylife
3,0,3,0,1,cant save these hoes,"['cant', 'save', 'hoe']",cant save hoe
3,0,3,0,1,cant stand a bitch that always feels the need to be doing somethin sit your ass at home and be bored you aint gotta be a hoe all the time,"['cant', 'stand', 'bitch', 'always', 'feel', 'need', 'somethin', 'sit', 'as', 'home', 'bored', 'aint', 'got', 'ta', 'hoe', 'time']",cant stand bitch always feel need somethin sit as home bored aint got ta hoe time
6,1,5,0,1,cant stand a nigga that curve his boys for some hoes,"['cant', 'stand', 'nigga', 'curve', 'boy', 'hoe']",cant stand nigga curve boy hoe
3,0,3,0,1,cant stand a sob ass bitch,"['cant', 'stand', 'sob', 'as', 'bitch']",cant stand sob as bitch
3,2,1,0,0,cant stand bitch ass niggas,"['cant', 'stand', 'bitch', 'as', 'nigga']",cant stand bitch as nigga
3,0,3,0,1,cant stand ghetto ratchet ass mofos,"['cant', 'stand', 'ghetto', 'ratchet', 'as', 'mofos']",cant stand ghetto ratchet as mofos
3,2,1,0,0,cant stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasnt on stage,"['cant', 'stand', 'asian', 'dude', 'faggot', 'give', 'attitude', 'cause', 'almost', 'forgot', 'water', 'fuck', 'u', 'faggot', 'wasnt', 'stage']",cant stand asian dude faggot give attitude cause almost forgot water fuck u faggot wasnt stage
3,3,0,0,0,cant stand that faggot,"['cant', 'stand', 'faggot']",cant stand faggot
3,0,0,3,2,"cant stand the yankees but jeter hitting a home run in his final at bat in nyc would be cool 

getting beaned would be better","['cant', 'stand', 'yankee', 'jeter', 'hitting', 'home', 'run', 'final', 'bat', 'nyc', 'would', 'cool', 'getting', 'beaned', 'would', 'better']",cant stand yankee jeter hitting home run final bat nyc would cool getting beaned would better
3,0,3,0,1,cant stand when i see a female just get out of relationship amp  days later their talking to another guy  hoes gonna be hoes smh,"['cant', 'stand', 'see', 'female', 'get', 'relationship', 'amp', 'day', 'later', 'talking', 'another', 'guy', 'hoe', 'gon', 'na', 'hoe', 'smh']",cant stand see female get relationship amp day later talking another guy hoe gon na hoe smh
3,0,0,3,2,cant stop eating graham crackers,"['cant', 'stop', 'eating', 'graham', 'cracker']",cant stop eating graham cracker
6,4,2,0,0,cant take u coons nowhere amp i mean nowhere,"['cant', 'take', 'u', 'coon', 'nowhere', 'amp', 'mean', 'nowhere']",cant take u coon nowhere amp mean nowhere
3,0,0,3,2,cant tell if mexico has been impressive or if brazil has just been trash today,"['cant', 'tell', 'mexico', 'impressive', 'brazil', 'trash', 'today']",cant tell mexico impressive brazil trash today
3,0,3,0,1,cant tell me shit cuz ion care bitch,"['cant', 'tell', 'shit', 'cuz', 'ion', 'care', 'bitch']",cant tell shit cuz ion care bitch
4,0,3,1,1,cant trust every face bitch you gotta watch em,"['cant', 'trust', 'every', 'face', 'bitch', 'got', 'ta', 'watch', 'em']",cant trust every face bitch got ta watch em
3,1,2,0,1,cant trust these bitches and these niggas either,"['cant', 'trust', 'bitch', 'nigga', 'either']",cant trust bitch nigga either
3,0,3,0,1,cant trust these hoes and when i say hoes i mean dudes to,"['cant', 'trust', 'hoe', 'say', 'hoe', 'mean', 'dude']",cant trust hoe say hoe mean dude
3,1,2,0,1,cant turn a hoe into a house wife fact,"['cant', 'turn', 'hoe', 'house', 'wife', 'fact']",cant turn hoe house wife fact
9,0,3,6,2,cant wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing,"['cant', 'wait', 'till', 'get', 'full', 'appetite', 'back', 'ate', 'half', 'ghetto', 'sandwich', 'lettuce', 'nothing']",cant wait till get full appetite back ate half ghetto sandwich lettuce nothing
3,0,3,0,1,cant wait till my bitches get here,"['cant', 'wait', 'till', 'bitch', 'get']",cant wait till bitch get
3,0,3,0,1,cant wait to put this down payment on my bitch,"['cant', 'wait', 'put', 'payment', 'bitch']",cant wait put payment bitch
3,0,3,0,1,cant wait to see my bitch dutchess,"['cant', 'wait', 'see', 'bitch', 'dutch']",cant wait see bitch dutch
3,0,3,0,1,cant worry bout a bitch that aint worried bout me,"['cant', 'worry', 'bout', 'bitch', 'aint', 'worried', 'bout']",cant worry bout bitch aint worried bout
3,0,3,0,1,cancel that bitch like ninooo,"['cancel', 'bitch', 'like', 'ninooo']",cancel bitch like ninooo
3,0,3,0,1,cancel that hoe sbnick it aint nothing to cut that btch off,"['cancel', 'hoe', 'sbnick', 'aint', 'nothing', 'cut', 'btch']",cancel hoe sbnick aint nothing cut btch
3,0,3,0,1,cancer is a hoe yall pray for the people who have it httptcoxgeqmrzq,"['cancer', 'hoe', 'yall', 'pray', 'people', 'httptcoxgeqmrzq']",cancer hoe yall pray people httptcoxgeqmrzq
3,0,3,0,1,cant handle this bitch and her elbow fat,"['cant', 'handle', 'bitch', 'elbow', 'fat']",cant handle bitch elbow fat
3,1,2,0,1,cant play no games wit deze niggas or bitches,"['cant', 'play', 'game', 'wit', 'deze', 'nigga', 'bitch']",cant play game wit deze nigga bitch
3,1,2,0,1,cant wait rt strictlykeyz all niggas wanna do at  is pop viagra and pop young bitches,"['cant', 'wait', 'rt', 'strictlykeyz', 'nigga', 'wan', 'na', 'pop', 'viagra', 'pop', 'young', 'bitch']",cant wait rt strictlykeyz nigga wan na pop viagra pop young bitch
